x-coordinate,y-coordinate,Similarity_score
../data_chunk_200/folder1/000bc9f3-eb97-46bd-b6a7-8c2a6e120ab3.json,../data_chunk_200/folder1/000e1787-cbd1-4ab5-9e26-61ca290bc330.json,0.5
../data_chunk_200/folder1/000bc9f3-eb97-46bd-b6a7-8c2a6e120ab3.json,../data_chunk_200/folder1/00256578-d670-483b-8967-4281b08abd05.json,0.6363636363636364
../data_chunk_200/folder1/000bc9f3-eb97-46bd-b6a7-8c2a6e120ab3.json,../data_chunk_200/folder1/0037c655-fb1d-44d9-9abd-15aa52f860ac.json,0.6363636363636364
../data_chunk_200/folder1/000bc9f3-eb97-46bd-b6a7-8c2a6e120ab3.json,../data_chunk_200/folder1/003c46dc-4134-4764-bba3-d75887973d3a.json,0.6363636363636364
../data_chunk_200/folder1/000bc9f3-eb97-46bd-b6a7-8c2a6e120ab3.json,../data_chunk_200/folder1/0041348f-6914-4ee3-b05a-cd4db13abc39.json,0.5
../data_chunk_200/folder1/000bc9f3-eb97-46bd-b6a7-8c2a6e120ab3.json,../data_chunk_200/folder1/004e11eb-549e-46b6-865b-3f6e58d481d9.json,0.6363636363636364
../data_chunk_200/folder1/000bc9f3-eb97-46bd-b6a7-8c2a6e120ab3.json,../data_chunk_200/folder1/0068350b-7743-49f3-b2c1-9da41d2771b6.json,0.5
../data_chunk_200/folder1/000bc9f3-eb97-46bd-b6a7-8c2a6e120ab3.json,../data_chunk_200/folder1/006f655d-ac23-4b80-97f0-f6a5210fd3aa.json,0.8
../data_chunk_200/folder1/000bc9f3-eb97-46bd-b6a7-8c2a6e120ab3.json,../data_chunk_200/folder1/0074bbc6-ded6-4357-be39-7c6e86414e99.json,0.5
../data_chunk_200/folder1/000bc9f3-eb97-46bd-b6a7-8c2a6e120ab3.json,../data_chunk_200/folder1/007ca1e6-63d2-46a8-af8b-d639cc0e7ddc.json,0.5
../data_chunk_200/folder1/000bc9f3-eb97-46bd-b6a7-8c2a6e120ab3.json,../data_chunk_200/folder1/00830494-ac1a-40c5-98c9-24b5ee0851ff.json,0.6363636363636364
../data_chunk_200/folder1/000bc9f3-eb97-46bd-b6a7-8c2a6e120ab3.json,../data_chunk_200/folder1/0085bb11-61ca-43e9-821d-d096d5d9296c.json,0.5
../data_chunk_200/folder1/000bc9f3-eb97-46bd-b6a7-8c2a6e120ab3.json,../data_chunk_200/folder1/008d3c48-2242-451d-aa0d-3d7b631cba61.json,0.5
../data_chunk_200/folder1/000bc9f3-eb97-46bd-b6a7-8c2a6e120ab3.json,../data_chunk_200/folder1/009d1627-f06c-4efe-8945-8e750e8904f2.json,0.5
../data_chunk_200/folder1/000bc9f3-eb97-46bd-b6a7-8c2a6e120ab3.json,../data_chunk_200/folder1/009e35f4-2a84-4329-9041-44b708c8021e.json,0.6363636363636364
../data_chunk_200/folder1/000bc9f3-eb97-46bd-b6a7-8c2a6e120ab3.json,../data_chunk_200/folder1/00a11912-8288-4a84-92ab-7708ee47ed05.json,0.5
../data_chunk_200/folder1/000bc9f3-eb97-46bd-b6a7-8c2a6e120ab3.json,../data_chunk_200/folder1/00a12733-a2b6-41b1-9afa-0c26aac884c0.json,0.5
../data_chunk_200/folder1/000bc9f3-eb97-46bd-b6a7-8c2a6e120ab3.json,../data_chunk_200/folder1/00a13063-3b38-4c99-9741-ac5a10bb78ca.json,0.5
../data_chunk_200/folder1/000bc9f3-eb97-46bd-b6a7-8c2a6e120ab3.json,../data_chunk_200/folder1/00a493d9-8d26-43f0-a74d-7734c688aadc.json,0.6363636363636364
../data_chunk_200/folder1/000bc9f3-eb97-46bd-b6a7-8c2a6e120ab3.json,../data_chunk_200/folder1/00a74c96-97b1-418a-ad04-48793ba1aec6.json,0.6363636363636364
../data_chunk_200/folder1/000bc9f3-eb97-46bd-b6a7-8c2a6e120ab3.json,../data_chunk_200/folder1/00a9d0d3-9247-4b53-b86a-26d3a81b3be7.json,0.6363636363636364
../data_chunk_200/folder1/000bc9f3-eb97-46bd-b6a7-8c2a6e120ab3.json,../data_chunk_200/folder1/00ab02e5-85dd-4b70-8fb7-ea828273e52a.json,0.6363636363636364
../data_chunk_200/folder1/000bc9f3-eb97-46bd-b6a7-8c2a6e120ab3.json,../data_chunk_200/folder1/00afbee2-f884-4a6d-8559-2245933d599b.json,0.5
../data_chunk_200/folder1/000bc9f3-eb97-46bd-b6a7-8c2a6e120ab3.json,../data_chunk_200/folder1/00c667c3-49eb-4358-bc8e-cef2361954b1.json,0.5
../data_chunk_200/folder1/000bc9f3-eb97-46bd-b6a7-8c2a6e120ab3.json,../data_chunk_200/folder1/00e3f496-3977-4635-a232-683bcfa7dc92.json,0.5
../data_chunk_200/folder1/000bc9f3-eb97-46bd-b6a7-8c2a6e120ab3.json,../data_chunk_200/folder1/00fcc20a-91e8-4275-927a-b8a983acc260.json,0.6363636363636364
../data_chunk_200/folder1/000bc9f3-eb97-46bd-b6a7-8c2a6e120ab3.json,../data_chunk_200/folder1/0107af70-17ba-4a5c-8320-42b297038e46.json,0.6363636363636364
../data_chunk_200/folder1/000bc9f3-eb97-46bd-b6a7-8c2a6e120ab3.json,../data_chunk_200/folder1/0108fe73-ba00-4f83-8779-c6f80096f3c9.json,0.6363636363636364
../data_chunk_200/folder1/000bc9f3-eb97-46bd-b6a7-8c2a6e120ab3.json,../data_chunk_200/folder1/0125a90f-e5ac-41fa-af5d-79a5c9968ccb.json,0.6363636363636364
../data_chunk_200/folder1/000bc9f3-eb97-46bd-b6a7-8c2a6e120ab3.json,../data_chunk_200/folder1/012db482-1c79-437a-95e5-5098865aa8f0.json,0.5
../data_chunk_200/folder1/000bc9f3-eb97-46bd-b6a7-8c2a6e120ab3.json,../data_chunk_200/folder1/013eb807-9a39-4eec-8408-988e5c42f6c3.json,0.6363636363636364
../data_chunk_200/folder1/000bc9f3-eb97-46bd-b6a7-8c2a6e120ab3.json,../data_chunk_200/folder1/0156aa41-a3bd-4abe-9d9e-b24ec46d98b3.json,0.6363636363636364
../data_chunk_200/folder1/000bc9f3-eb97-46bd-b6a7-8c2a6e120ab3.json,../data_chunk_200/folder1/016e6cb9-ec37-4694-8b62-29a9262ee68f.json,0.6363636363636364
