x-coordinate,y-coordinate,Similarity_score
../repackaged_data/folder3/048f0176-b979-4d01-8d8b-eaaa93987baf.json,../repackaged_data/folder3/04902af8-a72f-4f4f-a1ec-f051d076a046.json,1.0000000000000002
../repackaged_data/folder3/048f0176-b979-4d01-8d8b-eaaa93987baf.json,../repackaged_data/folder3/04a07e87-cca0-468f-bb9f-547e7be04c43.json,1.0000000000000002
../repackaged_data/folder3/048f0176-b979-4d01-8d8b-eaaa93987baf.json,../repackaged_data/folder3/04a66f99-eca7-4902-85a6-7f154926b171.json,1.0000000000000002
../repackaged_data/folder3/048f0176-b979-4d01-8d8b-eaaa93987baf.json,../repackaged_data/folder3/04aa02bd-88d4-4745-8663-4d1ee7b20588.json,1.0000000000000002
../repackaged_data/folder3/048f0176-b979-4d01-8d8b-eaaa93987baf.json,../repackaged_data/folder3/04b36b5a-e3fc-4664-bd20-2b7a3a870198.json,1.0000000000000002
../repackaged_data/folder3/048f0176-b979-4d01-8d8b-eaaa93987baf.json,../repackaged_data/folder3/04b5d63b-ee61-43d9-bad8-7becffe70d27.json,1.0000000000000002
../repackaged_data/folder3/048f0176-b979-4d01-8d8b-eaaa93987baf.json,../repackaged_data/folder3/04bbff73-18cb-4f99-976a-7650691c325b.json,1.0000000000000002
../repackaged_data/folder3/048f0176-b979-4d01-8d8b-eaaa93987baf.json,../repackaged_data/folder3/04c7411f-904f-4c09-9e38-43f5ad54851e.json,1.0000000000000002
../repackaged_data/folder3/048f0176-b979-4d01-8d8b-eaaa93987baf.json,../repackaged_data/folder3/04cbd02d-6c52-4df1-b797-4b8a11b4c59b.json,1.0000000000000002
../repackaged_data/folder3/048f0176-b979-4d01-8d8b-eaaa93987baf.json,../repackaged_data/folder3/04cc5af0-ebb1-4fe7-b0e2-2ef2eb2845bc.json,1.0000000000000002
../repackaged_data/folder3/048f0176-b979-4d01-8d8b-eaaa93987baf.json,../repackaged_data/folder3/04d9fe96-711a-4f35-b315-ab95cf0c1080.json,1.0000000000000002
../repackaged_data/folder3/048f0176-b979-4d01-8d8b-eaaa93987baf.json,../repackaged_data/folder3/04dc9bbc-cf0d-4316-93a1-b76c00e9491b.json,1.0000000000000002
../repackaged_data/folder3/048f0176-b979-4d01-8d8b-eaaa93987baf.json,../repackaged_data/folder3/04e40957-dc5e-45cd-9a60-00564863b5ce.json,1.0000000000000002
